age,gender,education,industry,industry_experience,salary
47,Female,bachelors degree,finance,22,98994.672
41,Female,bachelors degree,finance,22,127969.48800000001
45,Female,bachelors degree,finance,20,83361.456
45,Female,bachelors degree,finance,25,111941.7792
41,Female,bachelors degree,finance,21,93941.6064
42,Female,bachelors degree,finance,15,114750.3168
45,Female,bachelors degree,finance,14,82667.6928
50,Female,bachelors degree,finance,22,109776.7776
43,Female,bachelors degree,finance,22,102990.8736
44,Female,bachelors degree,finance,23,108545.16480000001
50,Female,bachelors degree,finance,18,97765.15200000002
42,Female,bachelors degree,finance,13,113804.3712
48,Female,bachelors degree,finance,19,103780.9056
44,Female,bachelors degree,finance,25,100453.3536
47,Female,bachelors degree,finance,17,109144.75200000001
42,Female,bachelors degree,finance,23,129755.6928
43,Female,bachelors degree,finance,14,93757.44
49,Female,bachelors degree,finance,25,86676.4512
43,Female,bachelors degree,finance,12,91011.68639999999
49,Female,bachelors degree,finance,20,131434.1184
50,Female,bachelors degree,finance,20,92132.3808
48,Female,bachelors degree,finance,24,117804.7584
42,Female,bachelors degree,finance,24,108742.93440000001
45,Female,bachelors degree,finance,17,112936.9056
48,Female,bachelors degree,finance,13,118653.3888
41,Female,bachelors degree,finance,19,108247.9872
50,Female,bachelors degree,finance,22,100799.71200000001
46,Female,bachelors degree,finance,15,80090.40960000001
42,Female,bachelors degree,finance,15,108704.2176
50,Female,bachelors degree,finance,20,82350.6336
47,Female,bachelors degree,finance,19,82613.28
43,Female,bachelors degree,finance,17,122191.26720000002
49,Female,bachelors degree,finance,21,97350.7776
45,Female,bachelors degree,finance,15,90471.74399999999
48,Female,bachelors degree,finance,16,93687.3312
48,Female,bachelors degree,finance,22,129531.7632
48,Female,bachelors degree,finance,23,78229.91040000001
44,Female,bachelors degree,finance,15,104213.0688
49,Female,bachelors degree,finance,14,118561.3056
46,Female,bachelors degree,finance,21,111810.9792
44,Female,bachelors degree,finance,14,110545.8816
43,Female,bachelors degree,finance,22,99614.14080000001
50,Female,bachelors degree,finance,17,127797.8784
41,Female,bachelors degree,finance,22,113094.91200000001
49,Female,bachelors degree,finance,24,81763.6032
42,Female,bachelors degree,finance,18,128947.872
48,Female,bachelors degree,finance,14,112872.0288
47,Female,bachelors degree,finance,16,86492.28480000001
48,Female,bachelors degree,finance,18,79538.95680000001
47,Female,bachelors degree,finance,19,92275.73760000001
42,Female,bachelors degree,finance,16,119969.76000000001
43,Female,bachelors degree,finance,19,86700.5184
46,Female,bachelors degree,finance,17,104786.496
41,Female,bachelors degree,finance,24,120620.6208
50,Female,bachelors degree,finance,23,115566.5088
46,Female,bachelors degree,finance,23,88811.10720000001
48,Female,bachelors degree,finance,22,128618.25600000001
46,Female,bachelors degree,finance,19,117285.744
48,Female,bachelors degree,finance,15,91868.68800000001
41,Female,bachelors degree,finance,22,106240.99200000001
43,Female,bachelors degree,finance,21,93492.7008
45,Female,bachelors degree,finance,24,86548.7904
46,Female,bachelors degree,finance,15,89931.80159999999
47,Female,bachelors degree,finance,14,86285.09760000001
44,Female,bachelors degree,finance,22,100262.9088
42,Female,bachelors degree,finance,21,80119.7088
47,Female,bachelors degree,finance,13,106178.208
46,Female,bachelors degree,finance,25,109257.7632
49,Female,bachelors degree,finance,16,104678.7168
45,Female,bachelors degree,finance,24,131712.4608
46,Female,bachelors degree,finance,23,84020.68800000001
45,Female,bachelors degree,finance,13,95760.24960000001
42,Female,bachelors degree,finance,16,94866.624
44,Female,bachelors degree,finance,19,86919.216
45,Female,bachelors degree,finance,22,100818.54720000002
44,Female,bachelors degree,finance,23,81439.21919999999
50,Female,bachelors degree,finance,24,112873.0752
49,Female,bachelors degree,finance,12,116919.504
45,Female,bachelors degree,finance,17,107426.5632
47,Female,bachelors degree,finance,18,79788.0
49,Female,bachelors degree,finance,13,125956.2144
48,Female,bachelors degree,finance,19,118953.7056
43,Female,bachelors degree,finance,24,113104.32960000001
47,Female,bachelors degree,finance,16,111733.5456
46,Female,bachelors degree,finance,20,103466.9856
50,Female,bachelors degree,finance,23,89606.3712
44,Female,bachelors degree,finance,23,131447.7216
42,Female,bachelors degree,finance,22,77046.43200000002
45,Female,bachelors degree,finance,19,88009.56480000001
50,Female,bachelors degree,finance,25,126959.71200000001
44,Female,bachelors degree,finance,20,98550.9984
42,Female,bachelors degree,finance,17,111569.2608
47,Female,bachelors degree,finance,20,130997.76960000001
44,Female,bachelors degree,finance,17,87205.9296
43,Female,bachelors degree,finance,24,112635.5424
48,Female,bachelors degree,finance,17,116645.3472
50,Female,bachelors degree,finance,19,91743.12000000001
49,Female,bachelors degree,finance,15,87664.2528
46,Female,bachelors degree,finance,20,121254.7392
46,Female,bachelors degree,finance,22,119471.6736
47,Female,bachelors degree,finance,17,96112.8864
49,Female,bachelors degree,finance,17,124896.2112
43,Female,bachelors degree,finance,24,128968.8
46,Female,bachelors degree,finance,17,102935.41440000001
47,Female,bachelors degree,finance,17,89030.8512
45,Female,bachelors degree,finance,17,112860.5184
47,Female,bachelors degree,finance,20,100712.86080000001
42,Female,bachelors degree,finance,17,90916.46399999999
46,Female,bachelors degree,finance,19,100387.43040000001
48,Female,bachelors degree,finance,17,83208.6816
49,Female,bachelors degree,finance,13,97219.97760000001
50,Female,bachelors degree,finance,22,122235.216
45,Female,bachelors degree,finance,22,98271.60960000001
46,Female,bachelors degree,finance,21,88744.1376
45,Female,bachelors degree,finance,24,103519.3056
49,Female,bachelors degree,finance,15,79586.0448
42,Female,bachelors degree,finance,17,127495.4688
47,Female,bachelors degree,finance,19,83980.92480000001
50,Female,bachelors degree,finance,13,97235.6736
46,Female,bachelors degree,finance,25,91784.976
46,Female,bachelors degree,finance,18,101091.6576
45,Female,bachelors degree,finance,22,108252.1728
47,Female,bachelors degree,finance,21,81616.0608
46,Female,bachelors degree,finance,15,119016.48960000002
47,Female,bachelors degree,finance,19,89425.344
50,Female,bachelors degree,finance,13,129718.02240000002
45,Female,bachelors degree,finance,25,122187.0816
44,Female,bachelors degree,finance,18,90602.544
41,Female,bachelors degree,finance,21,124772.736
41,Female,bachelors degree,finance,20,128962.5216
47,Female,bachelors degree,finance,21,84837.9264
50,Female,bachelors degree,finance,13,99141.168
50,Female,bachelors degree,finance,12,124063.27679999999
49,Female,bachelors degree,finance,19,84479.0112
44,Female,bachelors degree,finance,17,122501.0016
41,Female,bachelors degree,finance,14,120523.3056
42,Female,bachelors degree,finance,17,90376.5216
46,Female,bachelors degree,finance,13,77383.3728
44,Female,bachelors degree,finance,15,81949.86240000001
47,Female,bachelors degree,finance,14,113641.1328
43,Female,bachelors degree,finance,21,84214.27200000001
43,Female,bachelors degree,finance,13,109437.74399999999
49,Female,bachelors degree,finance,21,116540.7072
44,Female,bachelors degree,finance,24,114525.3408
50,Female,bachelors degree,finance,17,122334.624
46,Female,bachelors degree,finance,18,79369.44
46,Female,bachelors degree,finance,16,118010.8992
47,Female,bachelors degree,finance,15,102741.8304
50,Female,bachelors degree,finance,16,92613.72480000001
47,Female,bachelors degree,finance,14,98426.47679999999
46,Female,bachelors degree,finance,19,125099.21280000001
43,Female,bachelors degree,finance,24,93698.8416
42,Female,bachelors degree,finance,13,84324.144
48,Female,bachelors degree,finance,14,130835.5776
46,Female,bachelors degree,finance,25,122690.40000000001
44,Female,bachelors degree,finance,13,112944.2304
43,Female,bachelors degree,finance,18,110112.672
50,Female,bachelors degree,finance,22,126206.304
49,Female,bachelors degree,finance,23,77964.1248
47,Female,bachelors degree,finance,17,88241.8656
47,Female,bachelors degree,finance,17,94724.3136
50,Female,bachelors degree,finance,15,93859.9872
48,Female,bachelors degree,finance,16,109756.89600000001
45,Female,bachelors degree,finance,22,129225.168
44,Female,bachelors degree,finance,18,95467.25760000001
45,Female,bachelors degree,finance,12,89726.7072
45,Female,bachelors degree,finance,15,87080.36159999999
48,Female,bachelors degree,finance,23,103929.49440000001
42,Female,bachelors degree,finance,16,81593.04000000001
45,Female,bachelors degree,finance,19,86594.83200000001
42,Female,bachelors degree,finance,15,95635.728
49,Female,bachelors degree,finance,25,113648.45760000001
44,Female,bachelors degree,finance,18,79302.4704
48,Female,bachelors degree,finance,25,75959.22240000001
49,Female,bachelors degree,finance,20,104688.13440000001
46,Female,bachelors degree,finance,19,109121.7312
47,Female,bachelors degree,finance,18,101427.55200000001
47,Female,bachelors degree,finance,25,123050.3616
45,Female,bachelors degree,finance,15,118241.10720000001
49,Female,bachelors degree,finance,13,87447.648
47,Female,bachelors degree,finance,17,116518.73280000001
43,Female,bachelors degree,finance,17,79067.0304
44,Female,bachelors degree,finance,13,108728.28480000001
47,Female,bachelors degree,finance,23,129116.34240000001
50,Female,bachelors degree,finance,25,87709.248
45,Female,bachelors degree,finance,19,115881.4752
47,Female,bachelors degree,finance,16,119042.6496
41,Female,bachelors degree,finance,12,127042.3776
45,Female,bachelors degree,finance,24,111499.15200000002
48,Female,bachelors degree,finance,12,127307.1168
43,Female,bachelors degree,finance,23,91654.176
48,Female,bachelors degree,finance,15,81634.896
46,Female,bachelors degree,finance,15,125396.3904
41,Female,bachelors degree,finance,12,85918.8576
42,Female,bachelors degree,finance,25,120348.55679999999
44,Female,bachelors degree,finance,20,106744.3104
43,Female,bachelors degree,finance,25,128476.99200000001
47,Female,bachelors degree,finance,22,107021.6064
43,Female,bachelors degree,finance,13,123048.2688
41,Female,bachelors degree,finance,25,106321.56480000001
43,Female,bachelors degree,finance,15,122750.0448
41,Female,bachelors degree,finance,19,113505.1008
50,Female,bachelors degree,finance,13,109843.74720000001
41,Female,bachelors degree,finance,16,88404.0576
47,Female,bachelors degree,finance,22,104862.8832
44,Female,bachelors degree,finance,14,126774.4992
43,Female,bachelors degree,finance,15,77822.8608
50,Female,bachelors degree,finance,14,105600.59520000001
41,Female,bachelors degree,finance,24,98739.35040000001
43,Female,bachelors degree,finance,23,81447.5904
45,Female,bachelors degree,finance,18,98278.93440000001
48,Female,bachelors degree,finance,22,121270.4352
41,Female,bachelors degree,finance,20,86360.4384
47,Female,bachelors degree,finance,25,80823.936
43,Female,bachelors degree,finance,23,92437.9296
43,Female,bachelors degree,finance,22,118153.20960000002
50,Female,bachelors degree,finance,19,123764.0064
46,Female,bachelors degree,finance,15,98080.1184
44,Female,bachelors degree,finance,24,121969.43040000001
45,Female,bachelors degree,finance,21,91301.5392
45,Female,bachelors degree,finance,21,78632.77440000001
48,Female,bachelors degree,finance,15,81350.2752
43,Female,bachelors degree,finance,23,114732.528
45,Female,bachelors degree,finance,16,92312.3616
48,Female,bachelors degree,finance,19,126483.6
43,Female,bachelors degree,finance,23,100978.6464
46,Female,bachelors degree,finance,25,92176.32960000001
44,Female,bachelors degree,finance,18,91641.6192
43,Female,bachelors degree,finance,23,128703.0144
47,Female,bachelors degree,finance,25,125924.8224
42,Female,bachelors degree,finance,16,103400.016
48,Female,bachelors degree,finance,24,123281.61600000001
48,Female,bachelors degree,finance,24,121723.5264
43,Female,bachelors degree,finance,17,122744.81280000001
47,Female,bachelors degree,finance,16,99653.904
49,Female,bachelors degree,finance,23,108619.4592
48,Female,bachelors degree,finance,12,98533.20960000002
49,Female,bachelors degree,finance,23,85072.32
44,Female,bachelors degree,finance,13,80894.0448
45,Female,bachelors degree,finance,14,114260.6016
47,Female,bachelors degree,finance,23,119246.69760000001
47,Female,bachelors degree,finance,20,85997.3376
48,Female,bachelors degree,finance,23,122785.62240000001
45,Female,bachelors degree,finance,18,107153.4528
41,Female,bachelors degree,finance,24,115964.14080000001
47,Female,bachelors degree,finance,24,85216.72320000001
41,Female,bachelors degree,finance,12,102539.87520000001
45,Female,bachelors degree,finance,18,128022.8544
50,Female,bachelors degree,finance,18,107853.49440000001
42,Female,bachelors degree,finance,16,89161.6512
49,Female,bachelors degree,finance,12,121601.09760000001
60,Female,bachelors degree,finance,16,129194.8224
56,Female,bachelors degree,finance,30,91491.984
56,Female,bachelors degree,finance,30,134821.3152
59,Female,bachelors degree,finance,32,114892.62720000002
58,Female,bachelors degree,finance,19,88535.904
55,Female,bachelors degree,finance,25,108323.32800000001
60,Female,bachelors degree,finance,30,104210.976
60,Female,bachelors degree,finance,28,117800.57280000001
59,Female,bachelors degree,finance,31,131827.56480000002
59,Female,bachelors degree,finance,19,124572.8736
54,Female,bachelors degree,finance,24,139938.2112
57,Female,bachelors degree,finance,32,121045.4592
58,Female,bachelors degree,finance,24,112233.72480000001
58,Female,bachelors degree,finance,28,102072.13440000001
56,Female,bachelors degree,finance,32,106733.8464
55,Female,bachelors degree,finance,18,111009.4368
54,Female,bachelors degree,finance,34,131447.7216
51,Female,bachelors degree,finance,23,115443.0336
60,Female,bachelors degree,finance,18,139214.1024
56,Female,bachelors degree,finance,19,109452.3936
55,Female,bachelors degree,finance,16,83969.41440000001
54,Female,bachelors degree,finance,35,101969.58720000001
57,Female,bachelors degree,finance,19,137918.6592
55,Female,bachelors degree,finance,15,128797.1904
51,Female,bachelors degree,finance,17,132413.5488
58,Female,bachelors degree,finance,30,140686.38720000003
58,Female,bachelors degree,finance,28,120044.0544
54,Female,bachelors degree,finance,27,133245.4368
55,Female,bachelors degree,finance,24,115222.2432
51,Female,bachelors degree,finance,16,94885.4592
59,Female,bachelors degree,finance,26,103186.55040000001
54,Female,bachelors degree,finance,34,124129.20000000001
57,Female,bachelors degree,finance,29,93817.08480000001
58,Female,bachelors degree,finance,20,140173.6512
55,Female,bachelors degree,finance,34,131849.5392
54,Female,bachelors degree,finance,26,138417.792
54,Female,bachelors degree,finance,29,136738.32
59,Female,bachelors degree,finance,19,137597.4144
56,Female,bachelors degree,finance,22,99895.62240000001
51,Female,bachelors degree,finance,32,128716.61760000001
59,Female,bachelors degree,finance,26,131826.5184
55,Female,bachelors degree,finance,34,107069.7408
58,Female,bachelors degree,finance,27,85591.3344
56,Female,bachelors degree,finance,26,117032.51520000001
60,Female,bachelors degree,finance,16,98787.4848
57,Female,bachelors degree,finance,23,140093.0784
55,Female,bachelors degree,finance,33,108994.07040000001
55,Female,bachelors degree,finance,22,129971.2512
60,Female,bachelors degree,finance,18,113154.55679999999
54,Female,bachelors degree,finance,19,97752.59520000001
60,Female,bachelors degree,finance,26,100389.5232
57,Female,bachelors degree,finance,23,133615.8624
60,Female,bachelors degree,finance,31,114639.3984
55,Female,bachelors degree,finance,30,126525.456
55,Female,bachelors degree,finance,26,92503.85280000001
60,Female,bachelors degree,finance,24,98517.5136
60,Female,bachelors degree,finance,19,106469.10720000001
60,Female,bachelors degree,finance,32,113213.15520000001
52,Female,bachelors degree,finance,30,112966.2048
56,Female,bachelors degree,finance,26,130695.36000000002
54,Female,bachelors degree,finance,15,131424.7008
57,Female,bachelors degree,finance,19,85465.7664
53,Female,bachelors degree,finance,30,131391.21600000001
58,Female,bachelors degree,finance,31,110469.49440000001
51,Female,bachelors degree,finance,26,101592.8832
60,Female,bachelors degree,finance,32,112439.8656
55,Female,bachelors degree,finance,20,87610.8864
56,Female,bachelors degree,finance,30,116966.59200000002
52,Female,bachelors degree,finance,19,130909.872
58,Female,bachelors degree,finance,22,132257.63520000002
51,Female,bachelors degree,finance,19,113268.61439999999
54,Female,bachelors degree,finance,20,91014.8256
52,Female,bachelors degree,finance,26,125075.1456
55,Female,bachelors degree,finance,22,136599.1488
53,Female,bachelors degree,finance,19,114881.1168
59,Female,bachelors degree,finance,24,102852.7488
53,Female,bachelors degree,finance,21,113511.3792
53,Female,bachelors degree,finance,30,100183.3824
58,Female,bachelors degree,finance,25,96303.3312
53,Female,bachelors degree,finance,15,88460.5632
60,Female,bachelors degree,finance,20,87512.52480000001
56,Female,bachelors degree,finance,15,101336.51520000001
59,Female,bachelors degree,finance,18,99478.1088
58,Female,bachelors degree,finance,17,121788.4032
60,Female,bachelors degree,finance,16,105520.0224
57,Female,bachelors degree,finance,25,120511.79520000001
57,Female,bachelors degree,finance,22,86922.3552
55,Female,bachelors degree,finance,19,109932.6912
57,Female,bachelors degree,finance,35,104352.24
60,Female,bachelors degree,finance,20,88422.8928
53,Female,bachelors degree,finance,15,110617.0368
57,Female,bachelors degree,finance,20,104569.8912
53,Female,bachelors degree,finance,27,107866.0512
58,Female,bachelors degree,finance,30,112370.80320000001
60,Female,bachelors degree,finance,24,96926.9856
54,Female,bachelors degree,finance,33,137686.3584
52,Female,bachelors degree,finance,29,84694.5696
60,Female,bachelors degree,finance,21,86583.3216
56,Female,bachelors degree,finance,32,129162.384
60,Female,bachelors degree,finance,18,113052.0096
52,Female,bachelors degree,finance,28,126644.74560000001
53,Female,bachelors degree,finance,30,95135.5488
52,Female,bachelors degree,finance,23,84139.9776
59,Female,bachelors degree,finance,30,103914.8448
57,Female,bachelors degree,finance,29,135142.56
58,Female,bachelors degree,finance,25,87952.01280000001
55,Female,bachelors degree,finance,20,84553.3056
57,Female,bachelors degree,finance,31,131517.8304
55,Female,bachelors degree,finance,24,122902.8192
57,Female,bachelors degree,finance,25,124137.5712
56,Female,bachelors degree,finance,25,124622.0544
55,Female,bachelors degree,finance,34,130698.4992
57,Female,bachelors degree,finance,23,131621.424
52,Female,bachelors degree,finance,17,138075.6192
57,Female,bachelors degree,finance,18,112155.24480000001
52,Female,bachelors degree,finance,30,136786.4544
57,Female,bachelors degree,finance,15,128184.00000000001
55,Female,bachelors degree,finance,30,88469.9808
55,Female,bachelors degree,finance,18,120664.56960000002
52,Female,bachelors degree,finance,30,112629.264
59,Female,bachelors degree,finance,25,90991.80480000001
56,Female,bachelors degree,finance,28,88837.2672
59,Female,bachelors degree,finance,23,91715.9136
56,Female,bachelors degree,finance,16,134201.8464
51,Female,bachelors degree,finance,25,131660.1408
60,Female,bachelors degree,finance,24,125124.3264
52,Female,bachelors degree,finance,24,128926.944
55,Female,bachelors degree,finance,32,116748.9408
56,Female,bachelors degree,finance,23,120906.288
59,Female,bachelors degree,finance,34,129015.888
58,Female,bachelors degree,finance,25,113163.97439999999
58,Female,bachelors degree,finance,19,105990.9024
60,Female,bachelors degree,finance,34,109780.9632
54,Female,bachelors degree,finance,27,102804.6144
51,Female,bachelors degree,finance,24,115417.92000000001
58,Female,bachelors degree,finance,28,103645.92000000001
53,Female,bachelors degree,finance,29,140920.7808
55,Female,bachelors degree,finance,17,135270.2208
58,Female,bachelors degree,finance,32,89584.39680000002
58,Female,bachelors degree,finance,24,104571.984
56,Female,bachelors degree,finance,27,126511.85280000001
58,Female,bachelors degree,finance,25,125029.104
57,Female,bachelors degree,finance,21,104718.48000000001
51,Female,bachelors degree,finance,33,84912.2208
60,Female,bachelors degree,finance,29,86736.096
59,Female,bachelors degree,finance,27,115255.728
52,Female,bachelors degree,finance,17,105636.1728
55,Female,bachelors degree,finance,22,101922.49919999999
51,Female,bachelors degree,finance,26,133558.31040000002
58,Female,bachelors degree,finance,18,137401.73760000002
56,Female,bachelors degree,finance,27,112291.27679999999
58,Female,bachelors degree,finance,28,89986.21440000001
54,Female,bachelors degree,finance,23,89941.21919999999
60,Female,bachelors degree,finance,24,114863.32800000001
60,Female,bachelors degree,finance,18,117032.51520000001
58,Female,bachelors degree,finance,35,135972.35520000002
60,Female,bachelors degree,finance,20,125886.10560000001
57,Female,bachelors degree,finance,19,120537.95520000001
51,Female,bachelors degree,finance,25,132503.5392
55,Female,bachelors degree,finance,15,92118.7776
60,Female,bachelors degree,finance,16,136335.456
58,Female,bachelors degree,finance,22,94157.16480000001
59,Female,bachelors degree,finance,23,89820.8832
57,Female,bachelors degree,finance,34,101599.16159999999
53,Female,bachelors degree,finance,27,139333.392
60,Female,bachelors degree,finance,23,111345.3312
57,Female,bachelors degree,finance,21,98745.6288
55,Female,bachelors degree,finance,30,141217.9584
51,Female,bachelors degree,finance,19,95952.7872
59,Female,bachelors degree,finance,19,106528.75200000001
51,Female,bachelors degree,finance,22,108813.0432
56,Female,bachelors degree,finance,23,137314.8864
60,Female,bachelors degree,finance,25,140064.8256
59,Female,bachelors degree,finance,29,122240.448
56,Female,bachelors degree,finance,29,92797.8912
53,Female,bachelors degree,finance,30,137181.99360000002
52,Female,bachelors degree,finance,34,113392.0896
59,Female,bachelors degree,finance,19,140855.904
60,Female,bachelors degree,finance,31,96504.24
57,Female,bachelors degree,finance,18,110946.65280000001
58,Female,bachelors degree,finance,21,90283.392
56,Female,bachelors degree,finance,16,130670.2464
52,Female,bachelors degree,finance,32,134851.6608
52,Female,bachelors degree,finance,29,93247.8432
52,Female,bachelors degree,finance,29,102016.67520000001
53,Female,bachelors degree,finance,23,130421.2032
51,Female,bachelors degree,finance,16,92643.02399999999
51,Female,bachelors degree,finance,30,100907.4912
54,Female,bachelors degree,finance,17,124318.5984
52,Female,bachelors degree,finance,22,118201.344
60,Female,bachelors degree,finance,32,102009.35040000001
52,Female,bachelors degree,finance,22,88020.0288
58,Female,bachelors degree,finance,19,121245.3216
52,Female,bachelors degree,finance,24,111319.1712
56,Female,bachelors degree,finance,27,118322.7264
52,Female,bachelors degree,finance,18,99307.5456
60,Female,bachelors degree,finance,26,105402.82560000001
56,Female,bachelors degree,finance,25,118522.5888
56,Female,bachelors degree,finance,21,135333.00480000002
57,Female,bachelors degree,finance,27,116288.52480000001
56,Female,bachelors degree,finance,29,132342.3936
60,Female,bachelors degree,finance,29,119083.4592
52,Female,bachelors degree,finance,20,86714.1216
60,Female,bachelors degree,finance,17,98658.7776
55,Female,bachelors degree,finance,22,110105.3472
55,Female,bachelors degree,finance,23,115201.31520000001
58,Female,bachelors degree,finance,18,116813.81760000001
53,Female,bachelors degree,finance,22,130317.60960000001
52,Female,bachelors degree,finance,28,131958.3648
54,Female,bachelors degree,finance,30,115123.8816
60,Female,bachelors degree,finance,15,99074.19840000001
51,Female,bachelors degree,finance,31,134713.536
51,Female,bachelors degree,finance,29,120083.81760000001
54,Female,bachelors degree,finance,21,116719.6416
56,Female,bachelors degree,finance,15,97556.9184
58,Female,bachelors degree,finance,25,119698.7424
58,Female,bachelors degree,finance,26,124481.8368
58,Female,bachelors degree,finance,29,139777.0656
59,Female,bachelors degree,finance,26,128218.5312
54,Female,bachelors degree,finance,22,106979.7504
53,Female,bachelors degree,finance,22,113768.7936
53,Female,bachelors degree,finance,18,90959.3664
60,Female,bachelors degree,finance,18,128475.9456
55,Female,bachelors degree,finance,27,120248.1024
57,Female,bachelors degree,finance,21,123186.3936
58,Female,bachelors degree,finance,35,113922.61439999999
57,Female,bachelors degree,finance,35,94044.1536
60,Female,bachelors degree,finance,25,119395.2864
57,Female,bachelors degree,finance,24,90679.97760000001
55,Female,bachelors degree,finance,26,112938.9984
52,Female,bachelors degree,finance,29,131422.608
57,Female,bachelors degree,finance,17,104886.9504
58,Female,bachelors degree,finance,31,95419.1232
51,Female,bachelors degree,finance,25,86557.16159999999
60,Female,bachelors degree,finance,30,133164.864
54,Female,bachelors degree,finance,34,122056.2816
52,Female,bachelors degree,finance,32,122299.0464
52,Female,bachelors degree,finance,16,98173.248
57,Female,bachelors degree,finance,29,104932.99200000001
51,Female,bachelors degree,finance,34,129835.21919999999
52,Female,bachelors degree,finance,16,137499.0528
51,Female,bachelors degree,finance,25,85555.75680000002
55,Female,bachelors degree,finance,22,91090.1664
52,Female,bachelors degree,finance,15,118878.36480000001
59,Female,bachelors degree,finance,27,131020.79040000001
51,Female,bachelors degree,finance,28,95049.74399999999
53,Female,bachelors degree,finance,32,84490.5216
60,Female,bachelors degree,finance,23,107152.40639999999
54,Female,bachelors degree,finance,16,94575.72480000001
51,Female,bachelors degree,finance,15,133991.52000000002
58,Female,bachelors degree,finance,15,84561.67680000002
51,Female,bachelors degree,finance,26,133516.4544
58,Female,bachelors degree,finance,29,126843.5616
51,Female,bachelors degree,finance,34,86935.9584
54,Female,bachelors degree,finance,33,134575.4112
54,Female,bachelors degree,finance,22,92830.32960000001
53,Female,bachelors degree,finance,31,88124.6688
55,Female,bachelors degree,finance,35,114056.5536
55,Female,bachelors degree,finance,31,100356.0384
59,Female,bachelors degree,finance,28,95645.1456
51,Female,bachelors degree,finance,18,131690.4864
60,Female,bachelors degree,finance,16,95663.9808
59,Female,bachelors degree,finance,20,96735.49440000001
51,Female,bachelors degree,finance,32,117085.8816
52,Female,bachelors degree,finance,24,99015.6
51,Female,bachelors degree,finance,22,110164.99200000001
52,Female,bachelors degree,finance,32,130729.8912
58,Female,bachelors degree,finance,26,112214.88960000001
59,Female,bachelors degree,finance,17,105954.2784
60,Female,bachelors degree,finance,35,127777.9968
60,Female,bachelors degree,finance,27,104619.07200000001
54,Female,bachelors degree,finance,27,93194.4768
59,Female,bachelors degree,finance,26,127221.312
58,Female,bachelors degree,finance,25,108542.02560000001
60,Female,bachelors degree,finance,24,133684.9248
60,Female,bachelors degree,finance,20,97254.5088
59,Female,bachelors degree,finance,15,91944.0288
59,Female,bachelors degree,finance,28,111119.3088
54,Female,bachelors degree,finance,25,105869.52
51,Female,bachelors degree,finance,24,129601.872
58,Female,bachelors degree,finance,29,111084.7776
54,Female,bachelors degree,finance,24,127749.744
58,Female,bachelors degree,finance,18,138468.0192
51,Female,bachelors degree,finance,26,108461.4528
58,Female,bachelors degree,finance,32,104464.2048
59,Female,bachelors degree,finance,21,85372.63680000001
58,Female,bachelors degree,finance,32,115661.7312
56,Female,bachelors degree,finance,16,127125.0432
51,Female,bachelors degree,finance,35,115014.0096
51,Female,bachelors degree,finance,23,133457.856
57,Female,bachelors degree,finance,16,84476.9184
51,Female,bachelors degree,finance,18,116776.1472
53,Female,bachelors degree,finance,33,140169.4656
52,Female,bachelors degree,finance,16,90353.5008
60,Female,bachelors degree,finance,35,132724.32960000003
53,Female,bachelors degree,finance,31,113876.57280000001
58,Female,bachelors degree,finance,25,118920.22080000001
57,Female,bachelors degree,finance,31,120985.8144
58,Female,bachelors degree,finance,21,125981.32800000001
51,Female,bachelors degree,finance,20,85039.8816
52,Female,bachelors degree,finance,18,120237.6384
54,Female,bachelors degree,finance,35,110030.0064
57,Female,bachelors degree,finance,32,97991.17440000002
55,Female,bachelors degree,finance,18,112357.20000000001
51,Female,bachelors degree,finance,21,126277.4592
54,Female,bachelors degree,finance,30,133270.5504
52,Female,bachelors degree,finance,19,137238.4992
59,Female,bachelors degree,finance,24,101466.2688
57,Female,bachelors degree,finance,26,84248.8032
59,Female,bachelors degree,finance,29,113833.6704
60,Female,bachelors degree,finance,35,131807.6832
56,Female,bachelors degree,finance,26,100213.728
54,Female,bachelors degree,finance,33,137709.3792
57,Female,bachelors degree,finance,21,91171.7856
52,Female,bachelors degree,finance,21,130778.02560000001
55,Female,bachelors degree,finance,16,135629.136
59,Female,bachelors degree,finance,23,133210.9056
52,Female,bachelors degree,finance,33,109480.6464
52,Female,bachelors degree,finance,19,92966.3616
60,Female,bachelors degree,finance,22,115919.1456
55,Female,bachelors degree,finance,24,104958.10560000001
60,Female,bachelors degree,finance,35,125386.9728
59,Female,bachelors degree,finance,33,112335.2256
52,Female,bachelors degree,finance,28,131378.6592
58,Female,bachelors degree,finance,18,86153.2512
55,Female,bachelors degree,finance,26,113765.6544
57,Female,bachelors degree,finance,22,139665.10080000001
57,Female,bachelors degree,finance,26,129414.5664
54,Female,bachelors degree,finance,31,133541.568
52,Female,bachelors degree,finance,25,140983.56480000002
56,Female,bachelors degree,finance,35,90063.648
57,Female,bachelors degree,finance,20,121242.1824
59,Female,bachelors degree,finance,34,132398.89919999999
51,Female,bachelors degree,finance,32,141194.9376
51,Female,bachelors degree,finance,17,113258.1504
60,Female,bachelors degree,finance,29,117598.61760000001
56,Female,bachelors degree,finance,22,100234.656
55,Female,bachelors degree,finance,27,93729.18720000001
58,Female,bachelors degree,finance,35,139200.4992
55,Female,bachelors degree,finance,18,136270.5792
54,Female,bachelors degree,finance,27,132379.01760000002
53,Female,bachelors degree,finance,25,136501.8336
56,Female,bachelors degree,finance,16,132046.2624
